,Country,Fatal,Injury_type,Activity_type
2106,USA,N,Severe,Surfing
2107,MARSHALL ISLANDS,N,Lower limbs,Fishing
2108,USA,N,Lower limbs,Surfing
2109,USA,N,Upper limbs,Sole cases or undescribed activities
2110,USA,N,Minor,Surfing
2111,BAHAMAS,N,Upper limbs,Swimming
2112,SOUTH AFRICA,N,Lower limbs,Surfing
2113,USA,N,Lower limbs,Swimming
2114,USA,N,Lower limbs,Surfing
2115,SOUTH AFRICA,Y,Fatal,Surfing
2116,USA,N,Minor,Sole cases or undescribed activities
2117,USA,N,Lower limbs,Fishing
2118,SOUTH AFRICA,N,Lower limbs,Surfing
2119,USA,N,Lower limbs,Sole cases or undescribed activities
2120,USA,N,Upper limbs,Surfing
2121,USA,N,Lower limbs,Swimming
2122,USA,N,Lower limbs,Playing
2123,AUSTRALIA,Y,Fatal,Surfing
2124,BRAZIL,N,Lower limbs,Surfing
2125,MAURITIUS,N,Lower limbs,Swimming
2126,REUNION,Y,Fatal,Swimming
2127,USA,N,Lower limbs,Surfing
2128,NEW ZEALAND,N,no harm,Swimming
2130,USA,Y,Fatal,Swimming
2131,NEW CALEDONIA,N,Severe,Swimming
2132,NEW ZEALAND,N,Lower limbs,Fishing
2133,USA,N,Lower limbs,Surfing
2134,USA,N,Lower limbs,Swimming
2135,USA,N,no harm,Sole cases or undescribed activities
2136,AUSTRALIA,N,Upper limbs,Surfing
2137,USA,N,Upper limbs,Surfing
2138,MAURITIUS,N,Severe,Swimming
2139,SOUTH AFRICA,N,no harm,In kayak or canoe
2140,NEW ZEALAND,N,no harm,Boating
2141,AUSTRALIA,N,Lower limbs,Fishing
2142,REUNION,Y,Fatal,Swimming
2143,SOUTH AFRICA,N,Minor,Swimming
2144,USA,N,Abrasions,Surfing
2145,USA,N,Lower limbs,Surfing
2146,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
2147,SOUTH AFRICA,N,Lower limbs,Surfing
2148,SOUTH AFRICA,N,Lower limbs,Playing
2149,AUSTRALIA,N,Severe,Surfing
2150,USA,Y,Fatal,Swimming
2151,USA,N,Lower limbs,Surfing
2153,USA,N,no harm,Surfing
2154,JAPAN,N,Lower limbs,Fishing
2155,BRAZIL,Y,Fatal,Surfing
2156,USA,N,Minor,Swimming
2157,SOUTH AFRICA,N,no harm,Surfing
2158,USA,N,Upper limbs,Surfing
2159,BRAZIL,N,Lower limbs,Surfing
2161,USA,N,Lower limbs,Sole cases or undescribed activities
2162,USA,N,Lower limbs,Surfing
2163,USA,N,Upper limbs,Surfing
2164,SOUTH AFRICA,N,Lower limbs,Fishing
2165,USA,N,Lower limbs,Surfing
2166,SENEGAL,N,Bitten,Swimming
2167,USA,N,Minor,Surfing
2168,ITALY,N,no harm,Fishing
2169,USA,N,Lower limbs,Surfing
2170,USA,N,Upper limbs,Swimming
2171,BAHAMAS,N,Lower limbs,Swimming
2172,USA,N,Severe,Surfing
2173,SOUTH AFRICA,N,Lower limbs,Shark fishing
2174,SOUTH AFRICA,N,Lower limbs,Surfing
2175,SOUTH AFRICA,N,Lower limbs,Swimming
2176,BRAZIL,N,Lower limbs,Surfing
2177,USA,N,Lower limbs,Surfing
2178,SOUTH AFRICA,N,Lower limbs,Sole cases or undescribed activities
2179,SOUTH AFRICA,N,Lower limbs,Surfing
2180,SOUTH AFRICA,N,Lower limbs,Surfing
2181,AUSTRALIA,Y,Fatal,Diving
2182,SOUTH AFRICA,Y,Fatal,Surfing
2183,USA,N,Lower limbs,Surfing
2185,SOUTH AFRICA,N,Minor,Surfing
2186,SOUTH AFRICA,N,Upper limbs,Surfing
2187,SOUTH AFRICA,N,Lower limbs,Surfing
2188,USA,N,Lower limbs,Surfing
2189,USA,N,Lower limbs,Swimming
2190,USA,N,Upper limbs,Surfing
2191,SOUTH AFRICA,N,Severe,Surfing
2192,MOZAMBIQUE,Y,Fatal,Sole cases or undescribed activities
2193,USA,N,Lower limbs,Surfing
2194,USA,N,Severe,Diving
2195,BRAZIL,Y,Fatal,Swimming
2196,NEW CALEDONIA,N,Lower limbs,Sole cases or undescribed activities
2197,USA,N,Minor,Swimming
2198,SOUTH AFRICA,N,Lower limbs,Diving
2199,USA,N,Lower limbs,Swimming
2200,USA,N,Upper limbs,Swimming
2202,NEW CALEDONIA,N,no harm,Surfing
2203,REUNION,Y,Fatal,Swimming
2204,SOUTH AFRICA,N,Lower limbs,Surfing
2205,AUSTRALIA,N,Lower limbs,Surfing
2206,MOZAMBIQUE,N,Lower limbs,Surfing
2207,SOUTH AFRICA,Y,Fatal,Surfing
2208,REUNION,Y,Fatal,Diving
2209,USA,N,Upper limbs,Swimming
2210,SOUTH AFRICA,Y,Fatal,Swimming
2211,SOUTH AFRICA,N,Lower limbs,Surfing
2212,USA,N,Lower limbs,Sole cases or undescribed activities
2213,USA,N,Lower limbs,Swimming
2214,AUSTRALIA,N,Upper limbs,Diving
2215,USA,N,Lower limbs,Swimming
2217,AUSTRALIA,N,Minor,Surfing
2218,USA,N,Severe,Surfing
2219,USA,N,Lower limbs,Surfing
2220,USA,N,Lower limbs,Surfing
2221,SOUTH AFRICA,N,no harm,Fishing
2222,USA,N,Lower limbs,Swimming
2223,BRAZIL,Y,Fatal,Swimming
2224,USA,N,Lower limbs,Surfing
2225,USA,N,Lower limbs,Surfing
2226,USA,N,Lower limbs,Surfing
2227,USA,N,Minor,Surfing
2228,USA,N,Minor,Surfing
2229,USA,N,Lower limbs,Surfing
2230,MEXICO,N,Fatal,Diving
2231,MEXICO,Y,Fatal,Diving
2232,USA,N,Lower limbs,Swimming
2233,EGYPT,N,Severe,Fishing
2234,EGYPT,Y,Fatal,Fishing
2235,USA,N,Lower limbs,Surfing
2236,USA,N,Lower limbs,Surfing
2237,USA,N,Upper limbs,Sole cases or undescribed activities
2238,USA,N,Upper limbs,Fishing
2239,USA,N,Lower limbs,Surfing
2240,USA,N,Lower limbs,Surfing
2241,AUSTRALIA,N,Lower limbs,Surfing
2242,SOUTH AFRICA,Y,Fatal,Surfing
2244,USA,N,Lower limbs,Sole cases or undescribed activities
2245,OKINAWA,Y,Fatal,Fishing
2246,BRAZIL,N,Lower limbs,Surfing
2247,USA,N,Lower limbs,Swimming
2248,FIJI,N,Lower limbs,Diving
2249,USA,N,Upper limbs,Surfing
2251,USA,N,Lower limbs,Surfing
2252,USA,N,Lower limbs,Swimming
2253,USA,N,Bitten,Surfing
2254,USA,N,Lower limbs,Surfing
2255,BAHAMAS,N,Upper limbs,Swimming
2256,BAHAMAS,N,Lower limbs,Swimming
2257,BRAZIL,N,Lower limbs,Surfing
2258,AUSTRALIA,N,Lower limbs,Swimming
2259,AUSTRALIA,N,Upper limbs,Diving
2261,REUNION,N,Severe,Sole cases or undescribed activities
2263,AUSTRALIA,N,Lower limbs,Diving
2264,AUSTRALIA,Y,Fatal,Surfing
2265,REUNION,Y,Fatal,Swimming
2266,AUSTRALIA,N,No harm,Sole cases or undescribed activities
2268,SOUTH AFRICA,N,Bitten,Surfing
2269,NEW CALEDONIA,Y,Fatal,Swimming
2270,NEW CALEDONIA,N,Upper limbs,Sole cases or undescribed activities
2271,USA,N,Lower limbs,Surfing
2272,USA,N,Lower limbs,Surfing
2273,BRAZIL,N,Lower limbs,Surfing
2275,OKINAWA,Y,Fatal,Swimming
2276,USA,N,Lower limbs,Surfing
2277,USA,N,Upper limbs,Surfing
2278,USA,N,no harm,Surfing
2280,USA,N,Lower limbs,Swimming
2281,NEW ZEALAND,N,Severe,Diving
2282,USA,N,Lower limbs,Surfing
2283,USA,N,Lower limbs,Sole cases or undescribed activities
2284,USA,N,Lower limbs,Surfing
2285,USA,N,Minor,Surfing
2286,SOUTH AFRICA,N,no harm,Swimming
2287,USA,N,Lower limbs,Surfing
2288,USA,N,Severe,Diving
2289,USA,N,no harm,Fishing
2291,OKINAWA,Y,Fatal,Swimming
2292,EGYPT / ISRAEL,N,Severe,Diving
2293,USA,N,Lower limbs,Swimming
2294,USA,N,Upper limbs,Swimming
2296,USA,N,Lower limbs,Sole cases or undescribed activities
2297,USA,N,Lower limbs,Sole cases or undescribed activities
2298,BAHAMAS,N,Lower limbs,Diving
2299,USA,N,Minor,Surfing
2300,AUSTRALIA,N,no harm,Surfing
2302,SOUTH AFRICA,N,Lower limbs,Surfing
2303,AUSTRALIA,Y,Fatal,Diving
2304,USA,N,Lower limbs,Surfing
2305,SOUTH KOREA,Y,Fatal,Diving
2306,USA,N,Lower limbs,Surfing
2308,AUSTRALIA,N,Lower limbs,Swimming
2309,AUSTRALIA,N,Lower limbs,Swimming
2310,BRAZIL,Y,Fatal,Swimming
2311,AUSTRALIA,N,Lower limbs,Swimming
2312,AUSTRALIA,N,Lower limbs,Fishing
2313,AUSTRALIA,N,Lower limbs,Diving
2314,USA,N,Upper limbs,Swimming
2315,PAPUA NEW GUINEA,Y,Fatal,Sole cases or undescribed activities
2316,PAPUA NEW GUINEA,N,Lower limbs,Sole cases or undescribed activities
2317,PAPUA NEW GUINEA,Y,Fatal,Diving
2318,DOMINICAN REPUBLIC,Y,Bitten,Sole cases or undescribed activities
2319,AUSTRALIA,N,Severe,Swimming
2320,USA,N,Lower limbs,Sole cases or undescribed activities
2321,AUSTRALIA,N,Lower limbs,Swimming
2322,USA,N,Lower limbs,Swimming
2324,AUSTRALIA,N,no harm,Shark fishing
2325,REUNION,Y,Fatal,Surfing
2326,FIJI,Y,Fatal,Sole cases or undescribed activities
2329,NEW ZEALAND,N,Severe,Diving
2330,USA,N,Minor,Sole cases or undescribed activities
2331,NORTHERN ARABIAN SEA,N,Minor,Sole cases or undescribed activities
2333,USA,N,Lower limbs,Surfing
2334,USA,N,Lower limbs,Surfing
2335,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
2336,USA,N,Severe,Surfing
2337,USA,N,Lower limbs,Surfing
2338,USA,N,Lower limbs,Surfing
2339,USA,N,Lower limbs,Surfing
2340,USA,N,Upper limbs,Surfing
2341,USA,N,Bitten,Swimming
2342,REUNION,Y,Fatal,Surfing
2343,USA,Y,Fatal,Diving
2344,AUSTRALIA,Y,Fatal,Diving
2345,USA,N,Lower limbs,Surfing
2346,USA,N,Lower limbs,Swimming
2347,USA,N,Upper limbs,Surfing
2348,USA,N,Lower limbs,Sole cases or undescribed activities
2350,USA,N,Bitten,Surfing
2351,USA,N,Minor,Surfing
2352,USA,N,Upper limbs,Swimming
2353,USA,N,Lower limbs,Swimming
2354,USA,N,Lower limbs,Surfing
2355,USA,N,no harm,Diving
2356,TONGA,N,Lower limbs,Fishing
2357,USA,N,Lower limbs,Sole cases or undescribed activities
2359,USA,N,Minor,Surfing
2360,USA,N,Lower limbs,Sole cases or undescribed activities
2361,USA,N,Lower limbs,Surfing
2362,TONGA,N,Minor,Fishing
2363,USA,N,Severe,Diving
2364,USA,N,Lower limbs,Surfing
2365,USA,N,Minor,Surfing
2366,USA,N,Minor,Surfing
2367,USA,N,Lower limbs,Sole cases or undescribed activities
2368,USA,N,Minor,Sole cases or undescribed activities
2369,USA,N,Lower limbs,Swimming
2370,USA,N,Lower limbs,Surfing
2371,BRAZIL,Y,Fatal,Surfing
2372,SOUTH AFRICA,N,Lacerations,Surfing
2373,USA,N,Lower limbs,Surfing
2374,USA,N,Minor,Fishing
2375,USA,N,Lower limbs,Surfing
2376,USA,N,Severe,Diving
2377,USA,N,Minor,In kayak or canoe
2378,USA,N,Lower limbs,Playing
2379,USA,N,Lower limbs,Surfing
2380,USA,N,Lower limbs,Swimming
2381,USA,N,Lower limbs,Swimming
2382,USA,N,Severe,Swimming
2383,HONG KONG,Y,Fatal,Swimming
2384,HONG KONG,Y,Fatal,Swimming
2385,HONG KONG,Y,Fatal,Diving
2386,USA,N,Lower limbs,Surfing
2387,FIJI,Y,Fatal,Boating
2389,SOUTH KOREA,Y,Fatal,Diving
2390,USA,N,Upper limbs,Sole cases or undescribed activities
2391,USA,N,Lower limbs,Sole cases or undescribed activities
2392,AUSTRALIA,N,no harm,Diving
2393,JAPAN,Y,Fatal,Diving
2394,AUSTRALIA,N,no harm,Surfing
2395,AUSTRALIA,N,Upper limbs,Surfing
2396,BRAZIL,Y,Fatal,Swimming
2397,SOUTH AFRICA,N,Lower limbs,Swimming
2398,VENEZUELA,N,Lower limbs,Surfing
2399,SOUTH AFRICA,Y,Fatal,Swimming
2400,BRAZIL,N,Lower limbs,Surfing
2401,SOUTH AFRICA,N,Lower limbs,Diving
2402,AUSTRALIA,N,no harm,Diving
2405,SOUTH AFRICA,N,no harm,Surfing
2406,USA,N,no harm,Surfing
2408,BRAZIL,N,Lower limbs,Surfing
2411,USA,Y,Fatal,Swimming
2412,BRAZIL,Y,Fatal,Surfing
2413,SOUTH AFRICA,N,no harm,Swimming
2414,USA,N,Lower limbs,Surfing
2415,USA,N,no harm,Surfing
2418,USA,N,Lower limbs,Sole cases or undescribed activities
2419,USA,N,Lower limbs,Surfing
2420,USA,N,Severe,Swimming
2421,USA,N,no harm,Surfing
2422,USA,Y,Fatal,Sole cases or undescribed activities
2423,USA,N,Lower limbs,Sole cases or undescribed activities
2425,BRAZIL,N,Severe,Surfing
2426,BRAZIL,Y,Fatal,Swimming
2427,REUNION,Y,Fatal,Surfing
2428,SOUTH AFRICA,Y,Fatal,Surfing
2429,SOUTH AFRICA,N,Lower limbs,Surfing
2431,USA,N,Lower limbs,Surfing
2432,BAHAMAS,N,Severe,Swimming
2433,USA,N,Lower limbs,Surfing
2434,USA,N,Lower limbs,Surfing
2435,USA,N,Upper limbs,Swimming
2436,USA,N,Lower limbs,Sole cases or undescribed activities
2437,USA,N,Lower limbs,Sole cases or undescribed activities
2438,USA,N,Lower limbs,Surfing
2439,USA,N,Severe,Sole cases or undescribed activities
2440,REUNION,Y,Fatal,Sole cases or undescribed activities
2441,BAHAMAS,N,Lower limbs,Sole cases or undescribed activities
2442,USA,N,Upper limbs,Diving
2443,SOUTH AFRICA,Y,Fatal,Swimming
2444,CHILE,N,Severe,Swimming
2445,CHILE,N,Lower limbs,Swimming
2446,USA,N,Upper limbs,Shark fishing
2447,BRAZIL,N,Lower limbs,Surfing
2448,SOUTH AFRICA,N,Bitten,Swimming
2449,USA,N,Lower limbs,Surfing
2450,USA,N,Upper limbs,Fishing
2451,SOUTH AFRICA,N,Lower limbs,Surfing
2452,NEW CALEDONIA,Y,Fatal,Fishing
2453,BRAZIL,N,Lower limbs,Swimming
2454,USA,Y,Fatal,Surfing
2455,SOUTH AFRICA,N,Lower limbs,Surfing
2456,AUSTRALIA,N,no harm,Fishing
2457,AUSTRALIA,N,Bitten,Swimming
2458,SOUTH AFRICA,N,Lower limbs,Swimming
2459,HONG KONG,N,Lower limbs,Sole cases or undescribed activities
2460,USA,N,Lower limbs,Surfing
2461,USA,Y,Fatal,Surfing
2462,USA,N,Minor,Swimming
2463,AUSTRALIA,Y,Fatal,Diving
2464,USA,N,Severe,Surfing
2465,SOMALIA,Y,Fatal,Sole cases or undescribed activities
2466,USA,N,Lower limbs,Surfing
2467,USA,N,Lower limbs,Swimming
2468,USA,N,no harm,In kayak or canoe
2469,USA,N,Lower limbs,Surfing
2470,SOMALIA,Y,Fatal,Swimming
2471,SOUTH AFRICA,N,Lower limbs,Swimming
2472,EL SALVADOR,N,Lower limbs,Surfing
2473,EL SALVADOR,Y,Fatal,Surfing
2474,USA,N,Lower limbs,Sole cases or undescribed activities
2475,USA,N,Lower limbs,Sole cases or undescribed activities
2476,SPAIN,N,Minor,Swimming
2477,BAHAMAS,N,Lower limbs,Swimming
2478,USA,N,Lower limbs,Surfing
2479,USA,N,Bitten,Surfing
2480,USA,N,no harm,Shark fishing
2481,USA,N,Severe,Sole cases or undescribed activities
2482,AUSTRALIA,N,no harm,Fishing
2483,USA,N,Severe,Diving
2484,NEW CALEDONIA,Y,Fatal,Fishing
2485,EL SALVADOR,Y,Fatal,Fishing
2486,SOUTH AFRICA,N,Severe,Surfing
2487,USA,N,Lower limbs,Sole cases or undescribed activities
2488,BRAZIL,Y,Fatal,Swimming
2490,HONG KONG,Y,Fatal,Swimming
2491,MEXICO,Y,Fatal,Diving
2492,USA,N,Lower limbs,Surfing
2493,AUSTRALIA,Y,Fatal,Diving
2494,AUSTRALIA,Y,Fatal,Diving
2495,HONG KONG,Y,Fatal,Swimming
2496,USA,N,no harm,Swimming
2498,SOMALIA,Y,Fatal,Swimming
2499,AUSTRALIA,N,no harm,Swimming
2501,USA,N,Lower limbs,Swimming
2503,USA,N,Lower limbs,Surfing
2504,USA,N,no harm,Swimming
2505,NEW CALEDONIA,N,Severe,Swimming
2506,TONGA,N,Lower limbs,Sole cases or undescribed activities
2507,TONGA,N,Lower limbs,Sole cases or undescribed activities
2508,AUSTRALIA,N,Lower limbs,Fishing
2509,BRAZIL,N,Lower limbs,Surfing
2510,AUSTRALIA,N,Upper limbs,Swimming
2511,CARIBBEAN SEA,N,no harm,Sole cases or undescribed activities
2512,USA,N,no harm,Surfing
2513,ANGOLA,N,Lower limbs,Surfing
2514,SOMALIA,Y,Fatal,Sole cases or undescribed activities
2515,TONGA,N,Lower limbs,Swimming
2517,USA,N,Lower limbs,Fishing
2518,USA,N,Minor,Surfing
2519,USA,N,Lower limbs,Swimming
2520,USA,N,Upper limbs,Surfing
2521,USA,N,Lower limbs,Surfing
2522,USA,N,no harm,In kayak or canoe
2523,FIJI,N,Upper limbs,Diving
2524,USA,N,Lower limbs,Diving
2525,USA,N,Minor,Surfing
2526,USA,Y,Fatal,Surfing
2527,USA,N,Lower limbs,Diving
2528,USA,N,Severe,Surfing
2529,AUSTRALIA,N,Minor,Diving
2530,BRAZIL,N,Lower limbs,Surfing
2531,AUSTRALIA,Y,Fatal,Surfing
2532,BRAZIL,N,Severe,Surfing
2533,USA,N,Minor,Surfing
2534,USA,N,Lower limbs,Sole cases or undescribed activities
2535,BRAZIL,Y,Fatal,Swimming
2536,USA,N,Lower limbs,Surfing
2537,BAHAMAS,N,Upper limbs,Diving
2538,AUSTRALIA,N,Minor,Surfing
2540,USA,N,no harm,Surfing
2543,USA,N,Severe,Boating
2544,USA,N,Lower limbs,Sole cases or undescribed activities
2545,BRAZIL,N,Upper limbs,Surfing
2546,BRAZIL,N,Lower limbs,Surfing
2547,BRAZIL,Y,Fatal,Swimming
2548,REUNION,Y,Fatal,Surfing
2549,VANUATU,N,Lower limbs,Swimming
2553,REUNION,Y,Fatal,Surfing
2554,MEXICO,N,Minor,Diving
2555,NEW ZEALAND,N,Severe,Diving
2556,SOUTH AFRICA,N,Lower limbs,Surfing
2557,USA,N,Lower limbs,Surfing
2558,AUSTRALIA,N,Lower limbs,Surfing
2559,JAPAN,Y,Fatal,Diving
2560,JAPAN,N,no harm,Fishing
2561,USA,N,Upper limbs,Surfing
2562,USA,Y,Fatal,Surfing
2563,JAPAN,N,no harm,Diving
2564,AUSTRALIA,N,no harm,Surfing
2566,AUSTRALIA,N,Lower limbs,Surfing
2567,SOUTH AFRICA,N,Lower limbs,Swimming
2568,SOUTH AFRICA,N,Lacerations,Swimming
2572,FIJI,Y,Fatal,Sole cases or undescribed activities
2573,USA,N,no harm,Diving
2574,USA,Y,Fatal,Diving
2575,USA,N,Lower limbs,Diving
2577,USA,N,Upper limbs,Fishing
2578,AUSTRALIA,N,Lower limbs,Surfing
2579,USA,N,Lower limbs,Surfing
2580,USA,N,Upper limbs,Surfing
2582,AUSTRALIA,Y,Fatal,Diving
2583,AUSTRALIA,N,Upper limbs,Shark fishing
2584,USA,N,Lower limbs,Swimming
2585,USA,N,Lower limbs,Sole cases or undescribed activities
2586,USA,N,Upper limbs,Fishing
2587,ITALY,N,no harm,In kayak or canoe
2588,USA,N,Upper limbs,Diving
2589,USA,N,Severe,Swimming
2590,USA,N,Upper limbs,Swimming
2591,REUNION,N,Severe,Surfing
2592,USA,N,Lower limbs,Surfing
2593,USA,N,Severe,Surfing
2594,HONG KONG,Y,Fatal,Sole cases or undescribed activities
2595,HONG KONG,Y,Fatal,Fishing
2596,USA,N,Upper limbs,Surfing
2597,USA,N,Severe,Swimming
2598,HONG KONG,Y,Fatal,Swimming
2599,USA,N,Lower limbs,Surfing
2600,SOUTH AFRICA,N,no harm,Diving
2601,BRAZIL,N,Minor,Fishing
2602,USA,N,Minor,Diving
2603,USA,N,Lower limbs,Surfing
2604,USA,N,Lower limbs,Surfing
2605,AUSTRALIA,N,Lower limbs,Diving
2606,USA,N,Lower limbs,Surfing
2607,SOUTH AFRICA,N,Lower limbs,Swimming
2608,AUSTRALIA,N,Lower limbs,Swimming
2609,AUSTRALIA,N,no harm,Surfing
2612,AUSTRALIA,N,Severe,Swimming
2613,USA,N,Lower limbs,Surfing
2614,USA,N,Severe,Surfing
2615,USA,N,Upper limbs,Surfing
2616,USA,N,Lower limbs,Surfing
2617,AUSTRALIA,N,Severe,Swimming
2618,AUSTRALIA,N,Lower limbs,Surfing
2619,USA,N,Upper limbs,Surfing
2620,USA,N,no harm,Surfing
2621,USA,N,Lower limbs,Surfing
2622,SOUTH AFRICA,N,Upper limbs,Swimming
2623,USA,N,Severe,Surfing
2624,USA,N,no harm,In kayak or canoe
2625,USA,N,Lower limbs,Diving
2626,USA,N,Lower limbs,Surfing
2627,USA,N,Minor,Surfing
2628,USA,N,Minor,Fishing
2629,USA,N,Lower limbs,Sole cases or undescribed activities
2630,USA,N,Minor,Surfing
2631,SOUTH AFRICA,Y,Fatal,Surfing
2632,BAHAMAS,N,Upper limbs,Swimming
2633,SOUTH AFRICA,N,no harm,Fishing
2634,AUSTRALIA,N,Lacerations,Diving
2635,AUSTRALIA,N,Lacerations,Diving
2636,SOUTH AFRICA,N,Severe,Surfing
2637,SOUTH AFRICA,N,Lower limbs,Surfing
2638,AUSTRALIA,N,Lacerations,Surfing
2639,AUSTRALIA,Y,Fatal,Diving
2640,AUSTRALIA,N,no harm,Surfing
2641,AUSTRALIA,N,no harm,Surfing
2642,USA,N,Severe,Surfing
2643,FIJI,N,Lower limbs,Swimming
2645,USA,Y,Fatal,Swimming
2646,USA,N,Lower limbs,Sailing
2647,USA,N,no harm,Surfing
2649,USA,N,Lower limbs,Fishing
2652,AUSTRALIA,N,Lower limbs,Surfing
2653,SOUTH AFRICA,Y,Fatal,Swimming
2655,AUSTRALIA,N,Lower limbs,Swimming
2656,AUSTRALIA,N,Lower limbs,Swimming
2657,AUSTRALIA,N,no harm,Surfing
2658,USA,N,Upper limbs,Diving
2659,USA,N,Lower limbs,Surfing
2660,USA,N,Fatal,Diving
2662,SOUTH AFRICA,N,Severe,Diving
2663,USA,N,Bitten,Shark fishing
2664,USA,N,no harm,Shark fishing
2665,USA,N,Lower limbs,Diving
2666,USA,N,Fatal,Surfing
2667,USA,N,Upper limbs,Shark fishing
2668,AUSTRALIA,N,Lower limbs,Fishing
2669,USA,N,Upper limbs,Swimming
2670,SOUTH AFRICA,N,Severe,Surfing
2671,AUSTRALIA,N,no harm,Surfing
2672,BAHAMAS,N,Severe,Swimming
2673,AUSTRALIA,N,Upper limbs,Shark fishing
2674,BERMUDA,N,Fatal,Diving
2675,SOUTH AFRICA,N,Severe,Surfing
2676,REUNION,Y,Fatal,Surfing
2677,USA,N,Lower limbs,Surfing
2678,USA,N,Lower limbs,Sole cases or undescribed activities
2679,USA,N,Severe,Surfing
2680,USA,N,Lower limbs,Swimming
2681,ITALY,N,Lower limbs,Surfing
2682,SOUTH AFRICA,N,no harm,Surfing
2683,SOUTH AFRICA,N,Upper limbs,Diving
2685,USA,N,Lower limbs,Swimming
2686,USA,N,Upper limbs,Surfing
2687,USA,N,no harm,Sole cases or undescribed activities
2688,USA,N,Lower limbs,Surfing
2689,USA,N,Lower limbs,Surfing
2690,AUSTRALIA,Y,Fatal,Surfing
2691,AUSTRALIA,N,no harm,In kayak or canoe
2692,SOUTH AFRICA,N,Lower limbs,Fishing
2693,SOUTH AFRICA,N,Minor,Surfing
2694,ITALY,Y,Fatal,Surfing
2696,USA,Y,Fatal,In kayak or canoe
2697,USA,N,Lower limbs,Surfing
2698,SOUTH AFRICA,N,Lower limbs,Sole cases or undescribed activities
2700,AUSTRALIA,N,Severe,Surfing
2701,PAPUA NEW GUINEA,N,Lower limbs,Diving
2702,USA,N,no harm,Swimming
2703,CHILE,Y,Fatal,Diving
2704,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
2705,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
2707,USA,N,Lower limbs,Surfing
2708,AUSTRALIA,N,Lower limbs,Surfing
2709,USA,N,Lower limbs,Surfing
2710,USA,N,Lower limbs,Surfing
2711,USA,N,Upper limbs,Surfing
2712,AUSTRALIA,N,Lower limbs,Surfing
2713,USA,N,Lower limbs,Sole cases or undescribed activities
2714,USA,N,Lower limbs,Surfing
2715,USA,N,Severe,Sole cases or undescribed activities
2716,USA,Y,Fatal,Diving
2717,USA,N,Upper limbs,Diving
2720,USA,N,Lower limbs,Surfing
2721,BAHAMAS,N,Upper limbs,Swimming
2722,BAHAMAS,N,Bitten,Swimming
2723,BAHAMAS,N,Lacerations,Diving
2724,USA,N,Lower limbs,Swimming
2725,USA,N,Lower limbs,Surfing
2726,BAHAMAS,N,Lower limbs,Diving
2727,BAHAMAS,N,Upper limbs,Swimming
2728,SOUTH AFRICA,N,Upper limbs,Swimming
2730,USA,N,Lower limbs,Sole cases or undescribed activities
2731,USA,N,Lower limbs,Swimming
2732,USA,N,Lower limbs,Surfing
2733,SOUTH KOREA,Y,Fatal,Diving
2734,USA,N,Lower limbs,Surfing
2735,USA,N,Lower limbs,Surfing
2736,REUNION,Y,Fatal,Sole cases or undescribed activities
2737,USA,N,no harm,Surfing
2738,USA,N,Lower limbs,Swimming
2740,USA,N,Upper limbs,Surfing
2741,USA,N,Lower limbs,Surfing
2742,SOUTH AFRICA,N,Upper limbs,Sole cases or undescribed activities
2743,USA,N,Lower limbs,Sole cases or undescribed activities
2744,USA,N,Lower limbs,Surfing
2745,SOUTH AFRICA,N,Lower limbs,Surfing
2746,REUNION,N,Upper limbs,Surfing
2747,SOUTH AFRICA,N,no harm,Sole cases or undescribed activities
2748,SOUTH AFRICA,N,Lower limbs,Surfing
2749,SOUTH AFRICA,N,Lower limbs,Surfing
2750,AUSTRALIA,N,no harm,Fishing
2751,Fiji,N,Upper limbs,Diving
2752,SOUTH AFRICA,N,Minor,Surfing
2754,USA,N,Upper limbs,Fishing
2755,SOUTH AFRICA,N,Lower limbs,Shark fishing
2756,SOUTH AFRICA,N,no harm,Shark fishing
2757,AUSTRALIA,N,Upper limbs,Surfing
2759,USA,N,Lower limbs,Surfing
2761,USA,N,Lower limbs,Surfing
2763,USA,N,Lower limbs,Surfing
2764,SOUTH AFRICA,N,Upper limbs,Surfing
2765,SOUTH AFRICA,N,Lower limbs,Swimming
2767,AUSTRALIA,Y,Fatal,Diving
2768,SOUTH AFRICA,N,Severe,Surfing
2769,USA,N,Lower limbs,Sole cases or undescribed activities
2770,USA,N,Minor,Surfing
2771,USA,N,Lower limbs,Surfing
2772,USA,N,Lower limbs,Surfing
2773,USA,N,Lower limbs,Sole cases or undescribed activities
2774,USA,N,no harm,Sole cases or undescribed activities
2775,BAHAMAS,N,Lower limbs,Diving
2776,BAHAMAS,N,Severe,Swimming
2777,USA,N,Severe,Fishing
2778,USA,N,Lower limbs,Sole cases or undescribed activities
2779,USA,N,Upper limbs,Surfing
2780,AUSTRALIA,N,Minor,Fishing
2782,USA,N,Severe,Swimming
2783,USA,Y,Fatal,Swimming
2784,VANUATU,Y,Fatal,Swimming
2785,AUSTRALIA,N,Lower limbs,Surfing
2786,SOUTH AFRICA,N,no harm,Sole cases or undescribed activities
2787,USA,N,Minor,Surfing
2788,SOLOMON ISLANDS,Y,Fatal,Sole cases or undescribed activities
